latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-37.785587,144.93976,19.0,36000,Australia/Sydney,GMT+10

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunshine_duration (s),rain_sum (mm),precipitation_sum (mm),snowfall_sum (cm),daylight_duration (s)
2015-12-09,19.4,26.3,14.8,18.0,24.9,13.7,50862.52,0.00,0.00,0.00,52891.46
2015-12-10,18.2,23.9,12.2,17.1,23.9,11.7,50510.62,0.00,0.00,0.00,52936.36
2015-12-11,15.2,19.1,12.0,11.7,14.9,8.4,47172.86,0.60,0.60,0.00,52978.06
2015-12-12,14.4,17.9,10.8,11.2,15.8,7.5,51005.35,0.00,0.00,0.00,53016.51
2015-12-13,18.9,27.7,9.6,17.6,26.3,8.4,48160.14,0.00,0.00,0.00,53051.66
2015-12-14,18.7,25.3,11.5,18.2,26.0,11.3,50400.00,0.00,0.00,0.00,53083.45
2015-12-15,19.6,25.5,14.3,19.4,26.4,14.0,51725.22,0.80,0.80,0.00,53111.82
2015-12-16,21.3,27.2,15.1,21.9,28.3,15.6,45224.57,0.00,0.00,0.00,53136.74
2015-12-17,25.6,34.6,14.7,25.7,35.6,14.8,52009.12,0.00,0.00,0.00,53158.14
2015-12-18,27.6,38.3,20.4,27.0,38.8,19.6,51990.45,0.00,0.00,0.00,53175.98
2015-12-19,31.0,40.9,19.9,29.4,38.6,20.9,47183.90,0.90,0.90,0.00,53190.21
2015-12-20,27.7,36.9,18.9,25.8,35.1,17.3,32860.83,5.40,5.40,0.00,53200.79
2015-12-21,16.7,19.0,14.1,13.8,16.7,11.2,35988.22,0.00,0.00,0.00,53207.66
2015-12-22,18.1,24.0,12.6,17.2,25.6,10.2,51263.14,0.00,0.00,0.00,53210.81
2015-12-23,21.1,27.0,14.0,21.7,29.7,14.2,52639.01,0.10,0.10,0.00,53210.17
2015-12-24,25.1,33.0,14.8,25.3,33.8,15.6,52634.20,0.00,0.00,0.00,53205.72
2015-12-25,27.3,33.4,21.7,23.7,30.7,16.9,52625.54,0.00,0.00,0.00,53197.42
2015-12-26,17.8,26.4,13.4,14.5,23.6,9.9,32042.35,22.80,22.80,0.00,53185.23
2015-12-27,15.3,18.6,12.2,12.3,15.7,9.4,52597.24,0.90,0.90,0.00,53169.03
2015-12-28,16.6,21.2,12.5,15.1,21.3,10.8,52044.10,0.00,0.00,0.00,53148.79
2015-12-29,17.9,23.9,12.2,17.6,25.5,11.4,52553.56,0.00,0.00,0.00,53124.59
2015-12-30,23.9,33.3,12.8,24.3,35.7,12.9,50127.02,0.00,0.00,0.00,53096.51
2015-12-31,29.2,37.7,21.9,27.7,36.9,19.9,49211.38,0.00,0.00,0.00,53064.64
2016-01-01,22.2,27.8,17.5,21.9,27.7,17.1,42623.98,0.00,0.00,0.00,53029.06
2016-01-02,20.6,26.3,16.4,19.5,26.1,15.3,40290.94,0.20,0.20,0.00,52989.87
2016-01-03,20.5,25.4,16.6,19.4,25.1,15.4,45912.75,0.80,0.80,0.00,52947.14
2016-01-04,19.5,23.3,16.6,19.0,23.3,15.8,38031.44,2.60,2.60,0.00,52900.98
2016-01-05,20.7,26.3,15.2,21.4,29.6,15.5,49920.85,0.10,0.10,0.00,52851.46
2016-01-06,20.0,24.1,15.7,19.6,24.2,16.1,44497.58,0.80,0.80,0.00,52798.68
2016-01-07,18.1,21.8,14.7,16.6,20.6,12.1,50379.86,0.10,0.10,0.00,52742.73
2016-01-08,17.6,21.9,14.6,16.1,22.0,12.2,46398.20,0.00,0.00,0.00,52683.70
2016-01-09,18.3,23.3,14.9,17.8,24.6,14.5,43665.61,0.00,0.00,0.00,52621.68
2016-01-10,21.9,31.9,13.3,22.2,33.2,12.7,48008.67,0.00,0.00,0.00,52556.77
2016-01-11,25.2,35.5,17.4,24.4,34.1,17.2,39554.83,0.80,0.80,0.00,52489.06
2016-01-12,21.8,27.6,17.0,22.1,28.8,17.0,50470.82,0.00,0.00,0.00,52418.64
2016-01-13,28.8,40.6,15.9,28.2,39.2,16.8,49384.54,0.00,0.00,0.00,52345.59
2016-01-14,17.4,25.7,13.7,14.5,23.4,10.0,18324.92,3.50,3.50,0.00,52270.02
2016-01-15,16.2,19.4,13.8,12.6,16.6,10.1,35445.05,0.00,0.00,0.00,52192.00
2016-01-16,17.6,23.5,11.1,16.8,23.7,10.0,51548.75,0.00,0.00,0.00,52110.88
2016-01-17,23.0,31.3,12.3,22.5,32.4,12.1,49868.53,0.00,0.00,0.00,52026.24
2016-01-18,26.1,34.9,19.6,24.1,34.1,17.4,50170.32,0.00,0.00,0.00,51938.25
2016-01-19,23.6,31.0,15.0,24.1,32.5,15.3,50614.86,0.00,0.00,0.00,51847.09
2016-01-20,22.7,28.7,18.7,23.8,32.4,19.5,30470.96,2.30,2.30,0.00,51752.92
2016-01-21,21.4,26.2,17.9,22.2,27.9,18.8,47964.20,0.00,0.00,0.00,51655.91
2016-01-22,18.8,21.2,16.8,20.3,22.7,18.1,7352.84,13.10,13.10,0.00,51556.22
2016-01-23,18.5,20.7,17.3,17.5,19.0,16.5,29275.51,0.40,0.40,0.00,51454.02
2016-01-24,18.7,21.6,16.3,17.9,20.2,16.6,38363.10,0.80,0.80,0.00,51349.45
2016-01-25,18.3,20.8,16.4,17.1,20.3,15.9,32249.82,0.00,0.00,0.00,51242.69
2016-01-26,21.7,28.6,16.0,22.0,29.8,15.8,46792.92,0.00,0.00,0.00,51133.87
2016-01-27,22.2,26.1,18.1,22.6,26.2,19.0,34876.94,3.40,3.40,0.00,51023.16
2016-01-28,21.6,25.8,17.3,21.9,26.0,17.2,44856.23,8.60,8.60,0.00,50910.71
2016-01-29,15.6,17.1,14.1,15.6,17.2,14.1,10800.00,27.30,27.30,0.00,50796.66
2016-01-30,17.2,21.5,13.1,17.4,21.9,13.7,43355.31,1.10,1.10,0.00,50681.14
2016-01-31,17.8,22.5,13.6,17.1,22.5,13.1,39699.32,12.90,12.90,0.00,50564.32
2016-02-01,17.5,23.0,10.5,17.6,24.2,9.7,48042.05,0.00,0.00,0.00,50446.32
2016-02-02,21.6,29.1,13.5,22.9,31.0,14.0,37910.93,0.00,0.00,0.00,50327.29
2016-02-03,18.6,20.1,16.9,17.1,20.4,14.2,7549.33,1.60,1.60,0.00,50207.34
2016-02-04,17.9,20.6,16.0,15.8,19.3,13.7,47233.42,0.00,0.00,0.00,50086.61
2016-02-05,20.5,27.1,15.6,20.9,28.3,15.4,47258.50,0.00,0.00,0.00,49964.22
2016-02-06,22.9,30.2,13.8,23.6,32.9,13.7,47284.57,0.00,0.00,0.00,49839.57
2016-02-07,22.3,30.1,16.3,23.5,33.7,16.6,47005.71,0.00,0.00,0.00,49712.82
2016-02-08,19.1,22.1,16.8,18.9,22.1,16.0,47034.38,0.00,0.00,0.00,49584.13
2016-02-09,19.4,24.1,16.4,19.2,25.7,15.3,46879.95,0.00,0.00,0.00,49453.66
2016-02-10,18.8,23.1,14.8,18.8,24.4,15.0,45247.27,0.00,0.00,0.00,49321.57
2016-02-11,19.3,24.2,15.5,18.9,25.2,15.3,46821.87,0.00,0.00,0.00,49188.01
2016-02-12,20.4,26.1,15.7,21.2,28.2,15.7,45895.38,0.00,0.00,0.00,49053.12
2016-02-13,23.0,32.9,16.4,22.6,32.2,16.7,45787.57,0.00,0.00,0.00,48917.05
2016-02-14,19.3,23.4,16.3,17.8,21.2,14.6,46467.58,1.10,1.10,0.00,48779.95
2016-02-15,19.3,25.2,13.5,17.9,23.6,13.1,46800.00,0.10,0.10,0.00,48641.94
2016-02-16,15.9,17.4,14.9,12.1,14.9,11.0,22940.22,0.30,0.30,0.00,48503.16
2016-02-17,17.0,19.6,14.7,14.6,16.8,11.6,6154.29,1.20,1.20,0.00,48363.77
2016-02-18,18.1,21.5,15.8,17.3,20.6,14.9,38612.39,0.40,0.40,0.00,48223.87
2016-02-19,16.9,20.9,14.0,15.9,20.3,12.9,22829.65,0.00,0.00,0.00,48083.60
2016-02-20,17.1,20.8,14.1,14.7,19.3,11.8,46800.00,0.00,0.00,0.00,47943.09
2016-02-21,19.0,26.7,11.7,19.6,29.6,10.7,46800.00,0.00,0.00,0.00,47802.46
2016-02-22,22.1,29.1,14.9,22.1,28.2,15.0,31112.25,0.20,0.20,0.00,47661.84
2016-02-23,27.6,38.8,17.6,26.2,36.7,17.2,46692.73,0.00,0.00,0.00,47521.33
2016-02-24,23.7,27.4,19.4,24.7,29.1,20.8,41438.14,0.00,0.00,0.00,47381.07
2016-02-25,22.2,27.3,18.8,23.1,29.0,18.4,45348.32,0.80,0.80,0.00,47240.16
2016-02-26,18.8,22.1,15.2,17.5,20.5,14.3,44429.32,0.00,0.00,0.00,47098.02
2016-02-27,19.2,23.8,15.4,19.0,23.9,15.5,46032.25,0.00,0.00,0.00,46954.76
2016-02-28,18.6,22.9,15.3,18.0,22.5,15.5,46283.87,0.00,0.00,0.00,46810.50
2016-02-29,19.0,24.7,15.0,18.8,25.2,14.5,41587.09,0.00,0.00,0.00,46665.37
2016-03-01,23.1,32.7,14.0,23.1,31.7,14.5,40856.49,0.00,0.00,0.00,46519.47
2016-03-02,23.0,33.2,16.6,22.9,34.2,16.0,45847.55,0.40,0.40,0.00,46372.92
2016-03-03,20.1,23.9,17.3,20.0,23.8,17.0,41169.84,0.00,0.00,0.00,46225.84
2016-03-04,24.8,35.6,16.4,25.8,35.8,17.3,45553.79,0.00,0.00,0.00,46078.34
2016-03-05,20.6,24.2,18.5,21.5,24.6,19.1,29854.35,0.00,0.00,0.00,45930.52
2016-03-06,21.0,28.3,16.8,21.9,30.1,17.5,43451.43,0.00,0.00,0.00,45782.50
2016-03-07,21.7,27.0,17.4,22.4,28.0,18.2,43973.76,0.00,0.00,0.00,45634.37
2016-03-08,27.5,37.5,18.3,27.8,37.2,20.1,44963.27,0.00,0.00,0.00,45486.25
2016-03-09,26.0,29.3,19.9,25.3,29.8,20.8,36474.35,0.00,0.00,0.00,45338.23
2016-03-10,19.6,22.2,18.3,21.2,24.1,18.9,264.69,7.20,7.20,0.00,45190.43
2016-03-11,22.2,27.2,19.3,24.6,30.5,21.7,39108.12,0.60,0.60,0.00,45042.95
2016-03-12,20.4,23.1,18.7,21.4,23.5,19.6,6615.17,0.00,0.00,0.00,44895.89
2016-03-13,20.0,24.4,18.0,20.6,25.6,18.2,31075.57,0.00,0.00,0.00,44749.34
2016-03-14,17.7,18.8,15.8,16.1,18.3,14.1,24026.30,0.00,0.00,0.00,44603.42
2016-03-15,19.6,25.6,14.9,18.2,24.8,13.5,43937.59,0.00,0.00,0.00,44458.22
2016-03-16,21.9,29.6,14.6,22.3,29.5,14.9,43021.94,0.00,0.00,0.00,44312.95
2016-03-17,25.1,30.1,20.5,23.4,29.8,18.6,41642.32,0.00,0.00,0.00,44167.05
2016-03-18,17.7,25.1,13.3,14.6,22.0,9.5,29626.62,18.20,18.20,0.00,44020.62
2016-03-19,14.7,16.2,13.3,11.8,12.9,10.2,29156.73,0.40,0.40,0.00,43873.75
2016-03-20,15.7,21.1,9.1,14.2,20.2,7.4,42474.96,0.00,0.00,0.00,43726.54
2016-03-21,16.4,22.1,11.0,15.0,20.3,10.0,41937.67,0.00,0.00,0.00,43579.07
2016-03-22,16.9,23.6,10.2,17.0,24.2,9.8,40029.69,0.00,0.00,0.00,43431.45
2016-03-23,18.8,28.1,12.4,17.6,26.2,10.9,21280.51,0.00,0.00,0.00,43283.75
2016-03-24,17.8,20.1,15.6,18.1,20.0,15.6,25734.58,0.00,0.00,0.00,43136.08
2016-03-25,16.2,19.4,14.3,15.4,17.2,14.2,26816.57,0.90,0.90,0.00,42988.54
2016-03-26,16.3,20.1,12.9,15.5,18.6,12.0,28241.52,0.50,0.50,0.00,42841.20
2016-03-27,15.5,18.1,13.2,13.2,15.3,10.8,33892.59,0.80,0.80,0.00,42694.16
2016-03-28,15.0,18.7,11.6,12.2,15.4,9.4,29733.28,0.00,0.00,0.00,42547.51
2016-03-29,15.7,19.1,13.2,12.9,16.2,10.6,39976.93,0.00,0.00,0.00,42401.36
2016-03-30,15.1,17.6,13.1,12.7,13.9,11.2,20017.44,0.00,0.00,0.00,42255.79
2016-03-31,15.8,21.9,9.0,15.0,21.8,7.6,35356.67,0.00,0.00,0.00,42110.89
2016-04-01,19.5,25.9,13.3,16.5,21.8,11.7,32400.00,0.00,0.00,0.00,41966.77
2016-04-02,17.3,19.5,14.2,14.4,16.0,12.2,30311.11,0.00,0.00,0.00,41823.53
2016-04-03,15.0,18.8,11.4,12.9,16.1,10.0,39600.00,0.00,0.00,0.00,41681.25
2016-04-04,15.3,21.8,9.2,14.6,21.5,7.6,39619.41,0.00,0.00,0.00,41540.04
2016-04-05,20.0,28.1,12.0,17.0,23.7,10.6,39600.00,0.00,0.00,0.00,41399.16
2016-04-06,14.7,16.1,11.6,14.0,16.8,9.5,3600.00,9.60,9.60,0.00,41258.09
2016-04-07,13.7,17.9,8.8,12.1,15.9,7.0,31835.59,0.00,0.00,0.00,41116.92
2016-04-08,14.7,19.3,10.5,13.8,17.6,9.8,38410.83,0.00,0.00,0.00,40975.74
2016-04-09,15.5,20.8,10.1,14.4,19.7,8.5,32659.58,0.00,0.00,0.00,40834.65
2016-04-10,16.9,20.9,12.3,15.0,18.5,10.9,36970.75,0.00,0.00,0.00,40693.73
2016-04-11,16.1,18.2,14.5,14.6,15.8,13.7,32215.33,0.40,0.40,0.00,40553.07
2016-04-12,15.0,17.8,13.2,13.6,15.3,12.1,30250.50,0.30,0.30,0.00,40412.79
2016-04-13,15.0,19.4,10.7,13.8,18.1,10.0,31992.51,0.00,0.00,0.00,40272.95
2016-04-14,17.1,25.6,9.4,16.5,23.8,8.6,34551.02,0.00,0.00,0.00,40133.68
2016-04-15,18.0,26.4,11.8,16.8,24.1,10.5,38934.02,0.00,0.00,0.00,39995.05
2016-04-16,15.8,19.0,13.3,14.6,17.3,11.4,37894.66,0.20,0.20,0.00,39857.18
2016-04-17,14.9,18.3,12.6,12.4,15.5,10.1,38766.96,0.00,0.00,0.00,39720.17
2016-04-18,16.7,24.8,8.3,15.3,22.5,6.8,34370.66,0.00,0.00,0.00,39584.11
2016-04-19,19.5,25.9,14.5,17.7,23.7,12.7,38603.66,0.00,0.00,0.00,39449.12
2016-04-20,20.7,27.3,15.3,18.4,24.8,13.4,36000.00,0.00,0.00,0.00,39315.29
2016-04-21,19.4,24.2,15.6,17.7,22.4,15.4,27215.77,13.10,13.10,0.00,39182.75
2016-04-22,14.2,15.4,13.4,11.4,14.6,9.8,36729.41,1.70,1.70,0.00,39051.59
2016-04-23,15.0,17.7,12.8,13.4,15.9,10.8,28025.46,0.00,0.00,0.00,38921.93
2016-04-24,14.3,18.5,11.3,13.9,17.8,10.5,37239.46,0.00,0.00,0.00,38793.89
2016-04-25,15.6,23.4,8.2,13.6,21.1,6.5,38129.43,0.00,0.00,0.00,38666.77
2016-04-26,18.0,24.6,12.7,15.2,21.2,10.2,37971.28,0.00,0.00,0.00,38540.07
2016-04-27,20.3,24.5,16.8,16.2,20.7,12.2,28677.02,0.00,0.00,0.00,38413.89
2016-04-28,21.0,25.3,17.0,19.0,24.3,15.6,19410.05,0.10,0.10,0.00,38288.32
2016-04-29,18.4,21.0,17.0,16.9,18.5,16.1,3974.35,8.30,8.30,0.00,38163.48
2016-04-30,19.1,21.9,17.1,18.0,20.5,16.3,36060.03,0.00,0.00,0.00,38039.46
2016-05-01,14.7,18.6,11.1,11.1,16.7,7.8,36042.33,8.30,8.30,0.00,37916.36
2016-05-02,13.2,17.4,9.4,8.5,11.5,5.2,24804.39,0.00,0.00,0.00,37794.29
2016-05-03,14.4,17.3,11.1,9.6,13.4,8.0,20742.02,3.60,3.60,0.00,37673.36
2016-05-04,12.7,16.1,8.9,9.4,12.1,6.2,31606.71,0.00,0.00,0.00,37553.67
2016-05-05,15.9,19.3,12.7,12.3,15.5,9.3,21253.92,0.00,0.00,0.00,37435.34
2016-05-06,17.4,22.9,13.5,14.9,20.8,10.6,35633.43,0.00,0.00,0.00,37318.48
2016-05-07,18.3,24.1,11.7,15.8,21.6,10.4,34618.05,0.00,0.00,0.00,37203.21
2016-05-08,17.0,17.7,15.1,15.8,16.9,14.9,0.00,4.90,4.90,0.00,37089.63
2016-05-09,18.0,19.9,15.6,15.5,18.7,10.8,11704.08,6.60,6.60,0.00,36977.89
2016-05-10,14.0,15.7,11.5,10.2,11.5,7.8,19967.35,5.10,5.10,0.00,36868.09
2016-05-11,13.7,16.1,11.6,9.9,11.6,8.0,21409.07,2.30,2.30,0.00,36760.36
2016-05-12,16.3,18.6,14.6,13.8,15.6,11.8,14765.17,2.60,2.60,0.00,36654.82
2016-05-13,16.5,20.6,14.0,14.5,18.0,11.9,32400.00,0.00,0.00,0.00,36551.61
2016-05-14,16.5,21.1,13.3,13.5,17.8,10.1,34963.02,0.00,0.00,0.00,36450.84
2016-05-15,15.6,19.0,11.3,12.9,16.4,9.9,34645.59,0.20,0.20,0.00,36351.93
2016-05-16,13.5,19.6,7.2,10.6,15.9,5.2,31595.70,0.60,0.60,0.00,36254.47
2016-05-17,14.2,17.0,10.6,11.9,14.6,9.5,28835.29,0.10,0.10,0.00,36158.54
2016-05-18,13.9,17.5,10.2,11.5,14.4,9.1,30779.29,0.30,0.30,0.00,36064.23
2016-05-19,14.7,17.3,13.4,12.1,14.3,10.4,13964.27,4.90,4.90,0.00,35971.63
2016-05-20,13.2,15.7,10.7,11.5,14.0,9.4,28979.86,0.00,0.00,0.00,35880.85
2016-05-21,12.7,17.8,8.3,10.6,15.4,6.2,32758.63,0.00,0.00,0.00,35791.98
2016-05-22,16.5,20.5,12.7,12.8,16.6,9.3,28961.48,0.00,0.00,0.00,35705.11
2016-05-23,13.5,17.4,10.9,10.0,13.4,7.5,30379.41,2.90,2.90,0.00,35620.34
2016-05-24,12.1,15.0,8.0,9.6,12.4,5.9,33347.81,0.00,0.00,0.00,35537.77
2016-05-25,11.8,16.0,8.3,8.2,12.1,6.0,9032.24,6.70,6.70,0.00,35457.51
2016-05-26,10.2,10.9,8.3,7.3,9.5,5.3,2289.68,20.20,20.20,0.00,35379.65
2016-05-27,9.7,12.9,7.7,7.1,10.4,4.9,33427.84,0.00,0.00,0.00,35304.30
2016-05-28,9.8,13.0,5.8,7.1,8.9,3.3,30748.62,0.90,0.90,0.00,35231.55
2016-05-29,10.1,12.8,7.1,7.3,10.1,4.8,31156.93,0.00,0.00,0.00,35161.52
2016-05-30,8.6,13.2,4.2,6.6,11.2,2.1,30147.69,0.00,0.00,0.00,35094.30
2016-05-31,7.6,15.3,2.0,5.6,13.7,-0.6,33191.95,0.00,0.00,0.00,35030.00
2016-06-01,9.2,14.8,3.9,7.8,13.5,1.7,28973.23,0.00,0.00,0.00,34968.72
2016-06-02,8.6,14.5,3.6,7.2,13.4,1.5,32565.40,0.00,0.00,0.00,34910.57
2016-06-03,9.6,14.0,5.9,8.5,13.2,4.4,21777.68,2.50,2.50,0.00,34855.65
2016-06-04,12.1,14.6,9.7,11.7,14.4,8.9,663.01,4.60,4.60,0.00,34803.65
2016-06-05,13.0,15.7,11.4,12.4,15.5,10.3,10747.06,2.80,2.80,0.00,34754.31
2016-06-06,10.5,13.6,8.1,8.1,10.6,5.4,32641.21,0.00,0.00,0.00,34707.68
2016-06-07,11.2,13.1,8.8,8.7,10.4,6.7,14908.20,3.90,3.90,0.00,34663.79
2016-06-08,12.0,13.3,10.1,8.6,10.1,7.3,428.71,1.90,1.90,0.00,34622.69
2016-06-09,13.0,16.1,11.3,10.2,12.5,8.6,24907.19,4.70,4.70,0.00,34584.42
2016-06-10,11.4,15.3,8.8,8.3,11.6,5.9,26775.45,5.50,5.50,0.00,34549.02
2016-06-11,9.2,11.5,7.5,5.6,7.5,3.7,28833.21,1.30,1.30,0.00,34516.51
2016-06-12,9.1,12.9,5.8,6.6,10.8,3.4,31474.38,0.00,0.00,0.00,34486.95
2016-06-13,8.5,13.0,5.1,4.5,8.3,1.6,32414.68,0.00,0.00,0.00,34460.36
2016-06-14,10.4,15.9,7.6,7.1,14.1,3.7,32400.00,0.00,0.00,0.00,34436.78
2016-06-15,8.7,13.6,4.9,6.5,12.3,2.1,29256.17,0.00,0.00,0.00,34416.25
2016-06-16,10.0,12.2,7.5,5.8,8.9,2.8,22161.19,3.30,3.30,0.00,34398.80
2016-06-17,12.8,14.4,12.1,11.5,13.9,9.4,1059.91,8.20,8.20,0.00,34384.46
2016-06-18,10.8,12.0,8.6,8.7,11.0,6.8,10965.28,6.50,6.50,0.00,34373.25
2016-06-19,10.1,11.8,7.5,8.4,10.1,5.6,16283.33,0.00,0.00,0.00,34365.23
2016-06-20,11.5,12.0,9.8,9.0,9.7,7.1,84.63,6.40,6.40,0.00,34360.40
2016-06-21,10.6,12.5,9.5,7.2,7.8,6.0,26884.70,4.60,4.60,0.00,34358.79
2016-06-22,11.3,13.8,9.3,7.7,9.9,5.8,32400.00,2.50,2.50,0.00,34360.43
2016-06-23,10.5,13.5,7.1,5.8,7.6,4.3,31005.64,9.50,9.50,0.00,34365.36
2016-06-24,6.9,8.6,5.7,2.5,4.2,1.3,32400.00,2.20,2.20,0.00,34373.64
2016-06-25,7.3,11.5,4.5,4.4,8.8,1.7,32400.00,0.20,0.20,0.00,34385.30
2016-06-26,6.6,10.7,3.4,3.0,6.3,-0.3,27783.33,0.00,0.00,0.00,34400.28
2016-06-27,7.9,11.7,5.3,4.9,9.5,1.4,12222.70,0.00,0.00,0.00,34418.54
2016-06-28,10.1,15.1,6.3,7.2,12.7,2.9,32400.00,0.00,0.00,0.00,34440.02
2016-06-29,10.6,13.9,7.8,7.1,10.3,4.9,32400.00,0.00,0.00,0.00,34464.68
2016-06-30,9.0,10.4,6.9,4.1,5.2,3.1,6100.70,7.70,7.70,0.00,34492.45
2016-07-01,9.9,12.2,7.1,6.8,9.2,3.9,18524.21,4.20,4.20,0.00,34523.27
2016-07-02,11.6,14.7,9.8,9.1,12.0,7.0,29429.34,0.00,0.00,0.00,34557.10
2016-07-03,11.5,14.2,9.6,8.6,10.9,6.5,31941.29,0.00,0.00,0.00,34593.87
2016-07-04,10.2,12.1,9.1,6.6,8.3,5.5,94.13,0.00,0.00,0.00,34633.53
2016-07-05,9.5,11.2,7.4,7.4,9.4,5.5,0.00,16.10,16.10,0.00,34676.02
2016-07-06,11.1,11.3,10.8,7.5,8.1,7.0,0.00,4.90,4.90,0.00,34721.28
2016-07-07,10.5,11.5,8.6,8.6,10.0,7.3,953.16,6.00,6.00,0.00,34769.25
2016-07-08,9.7,13.7,6.8,8.4,12.9,4.7,31191.60,1.50,1.50,0.00,34819.86
2016-07-09,9.1,13.2,4.7,7.7,12.2,2.5,32400.00,0.00,0.00,0.00,34873.07
2016-07-10,10.8,14.1,7.6,7.2,10.5,5.6,8083.24,5.80,5.80,0.00,34928.80
2016-07-11,12.6,14.3,11.4,7.4,8.3,6.4,22527.94,1.30,1.30,0.00,34987.00
2016-07-12,10.0,12.5,6.2,3.8,8.0,-0.6,24979.64,0.10,0.10,0.00,35047.60
2016-07-13,7.4,10.1,5.1,1.7,4.9,-1.7,32400.00,0.20,0.20,0.00,35110.55
2016-07-14,9.2,12.9,5.7,5.4,8.6,1.6,29012.33,0.00,0.00,0.00,35176.30
2016-07-15,10.7,13.6,8.7,8.5,11.6,6.1,28800.00,0.00,0.00,0.00,35245.12
2016-07-16,8.8,13.1,4.2,7.0,11.6,1.7,32400.00,0.00,0.00,0.00,35316.88
2016-07-17,9.5,14.7,3.8,5.6,10.7,0.9,32400.00,0.00,0.00,0.00,35391.47
2016-07-18,13.4,16.4,11.4,9.9,13.3,6.1,32116.87,0.00,0.00,0.00,35468.78
2016-07-19,12.9,15.6,10.3,12.0,13.9,9.3,23245.14,0.10,0.10,0.00,35548.68
2016-07-20,11.0,13.8,8.8,10.0,12.6,7.3,32167.38,0.00,0.00,0.00,35631.09
2016-07-21,11.6,16.4,6.5,9.0,13.4,4.8,32113.90,1.60,1.60,0.00,35715.86
2016-07-22,14.2,16.9,10.1,10.7,13.5,5.8,17632.02,9.70,9.70,0.00,35802.91
2016-07-23,8.2,10.0,6.3,3.2,5.6,1.5,32874.96,1.30,1.30,0.00,35892.10
2016-07-24,7.5,10.8,4.3,3.1,5.8,-0.3,29575.39,0.60,0.60,0.00,35983.34
2016-07-25,9.1,12.7,6.8,4.2,7.1,1.4,32247.27,3.50,3.50,0.00,36076.52
2016-07-26,7.7,9.9,6.1,2.7,4.7,1.6,17971.20,0.60,0.60,0.00,36171.53
2016-07-27,9.1,10.4,7.2,5.0,6.3,2.4,26381.26,3.00,3.00,0.00,36268.27
2016-07-28,11.0,13.5,8.6,7.8,10.6,5.3,14353.34,0.00,0.00,0.00,36366.63
2016-07-29,11.2,12.7,9.5,8.4,10.6,6.5,3708.84,1.40,1.40,0.00,36466.51
2016-07-30,11.1,13.7,8.1,7.6,9.6,6.4,9759.74,0.70,0.70,0.00,36567.80
2016-07-31,11.9,15.2,9.6,9.0,12.4,5.9,33418.91,4.10,4.10,0.00,36670.43
2016-08-01,11.1,12.4,8.9,8.1,9.6,5.4,0.00,21.00,21.00,0.00,36774.27
2016-08-02,9.8,12.4,8.0,6.3,8.1,4.3,29570.51,1.40,1.40,0.00,36879.25
2016-08-03,9.6,11.6,6.8,6.9,8.2,4.5,34513.45,0.90,0.90,0.00,36986.00
2016-08-04,8.4,13.1,3.7,6.0,10.5,1.0,31086.48,0.00,0.00,0.00,37094.93
2016-08-05,7.6,13.2,1.7,5.4,10.9,-1.4,24596.64,0.00,0.00,0.00,37205.93
2016-08-06,9.2,13.1,5.9,7.5,11.5,4.2,12594.04,0.00,0.00,0.00,37318.86
2016-08-07,9.0,13.3,5.5,6.9,11.7,3.1,33729.77,0.00,0.00,0.00,37433.61
2016-08-08,8.5,13.2,3.6,4.5,8.9,0.4,22285.03,0.50,0.50,0.00,37550.05
2016-08-09,12.5,15.3,10.0,7.2,10.1,4.0,28881.77,0.40,0.40,0.00,37668.09
2016-08-10,10.8,13.4,7.8,6.2,9.2,4.2,35868.81,5.80,5.80,0.00,37787.59
2016-08-11,9.1,13.1,5.9,5.7,9.7,2.1,30296.58,0.00,0.00,0.00,37908.45
2016-08-12,10.0,13.6,7.0,5.8,8.3,2.9,24835.25,1.50,1.50,0.00,38030.56
2016-08-13,10.5,14.2,6.7,7.4,10.9,3.7,27178.76,0.20,0.20,0.00,38153.81
2016-08-14,11.6,15.2,8.5,9.4,12.7,6.5,27595.07,0.00,0.00,0.00,38278.09
2016-08-15,11.8,16.8,7.9,9.2,13.5,5.5,37317.93,0.00,0.00,0.00,38403.30
2016-08-16,13.2,17.5,10.1,9.2,13.3,5.5,35821.20,0.00,0.00,0.00,38529.33
2016-08-17,12.0,13.6,7.1,9.8,12.0,4.9,34472.11,1.60,1.60,0.00,38656.10
2016-08-18,13.9,19.0,6.3,9.9,15.0,4.1,35674.46,0.00,0.00,0.00,38783.48
2016-08-19,12.1,16.0,7.6,8.1,10.9,4.5,1785.48,11.30,11.30,0.00,38911.41
2016-08-20,9.1,12.3,6.5,4.9,7.3,2.2,37978.28,2.30,2.30,0.00,39039.76
2016-08-21,10.5,12.0,9.1,7.8,9.5,5.9,10414.13,6.00,6.00,0.00,39168.46
2016-08-22,9.9,14.3,7.3,8.0,13.5,4.4,37029.33,6.00,6.00,0.00,39297.41
2016-08-23,9.2,12.5,6.2,7.1,9.7,3.9,37617.93,0.00,0.00,0.00,39427.30
2016-08-24,8.5,12.1,5.8,6.4,9.2,4.1,33306.14,0.00,0.00,0.00,39558.61
