latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-37.785587,144.93976,19.0,36000,Australia/Sydney,GMT+10

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunshine_duration (s),rain_sum (mm),precipitation_sum (mm),snowfall_sum (cm),daylight_duration (s)
2016-08-25,8.1,10.9,5.6,5.2,7.4,2.6,38937.20,1.30,1.30,0.00,39691.22
2016-08-26,9.2,12.7,5.7,6.5,10.1,3.0,27921.35,0.00,0.00,0.00,39825.03
2016-08-27,10.6,15.0,6.5,6.8,10.5,3.2,33592.68,0.00,0.00,0.00,39959.94
2016-08-28,12.5,17.0,9.3,9.2,15.1,4.6,30375.12,0.00,0.00,0.00,40095.85
2016-08-29,12.6,17.0,8.6,9.6,13.7,5.3,29736.82,0.00,0.00,0.00,40232.66
2016-08-30,13.5,17.3,10.4,10.2,13.4,7.8,6425.18,7.20,7.20,0.00,40370.27
2016-08-31,14.3,17.5,11.2,12.7,16.0,9.8,38523.26,6.90,6.90,0.00,40508.59
2016-09-01,11.7,14.7,9.6,10.6,13.3,8.6,36099.77,0.50,0.50,0.00,40647.52
2016-09-02,11.3,14.5,9.3,9.3,12.0,8.0,10491.59,0.00,0.00,0.00,40786.98
2016-09-03,11.3,13.5,10.0,8.6,10.8,7.1,29279.00,0.30,0.30,0.00,40926.86
2016-09-04,12.0,15.2,9.1,9.4,12.9,6.4,22999.29,0.10,0.10,0.00,41067.08
2016-09-05,13.5,17.8,9.6,12.0,16.4,7.5,37520.41,0.00,0.00,0.00,41207.55
2016-09-06,13.5,19.5,8.4,12.3,19.1,6.1,34187.35,0.00,0.00,0.00,41348.19
2016-09-07,13.9,19.5,7.8,11.9,16.6,6.4,38422.09,0.00,0.00,0.00,41488.90
2016-09-08,17.3,21.1,13.9,13.8,17.4,9.6,40038.13,0.00,0.00,0.00,41629.59
2016-09-09,15.0,17.0,12.6,13.2,15.2,11.6,424.07,17.20,17.20,0.00,41770.19
2016-09-10,11.8,12.9,10.1,9.2,11.7,7.4,19783.56,1.80,1.80,0.00,41910.61
2016-09-11,12.0,15.8,7.9,10.0,13.7,5.7,31729.90,0.30,0.30,0.00,42050.76
2016-09-12,10.6,12.0,9.8,9.4,10.3,8.4,7304.82,14.60,14.60,0.00,42191.36
2016-09-13,11.3,14.9,9.2,10.2,14.0,7.8,3841.65,15.80,15.80,0.00,42332.89
2016-09-14,11.9,14.4,9.6,8.9,10.9,6.0,28579.63,13.10,13.10,0.00,42475.26
2016-09-15,10.7,13.9,8.2,7.7,10.3,5.8,25406.52,2.20,2.20,0.00,42618.38
2016-09-16,11.0,14.7,7.3,8.3,11.9,5.1,36230.58,0.00,0.00,0.00,42762.15
2016-09-17,13.5,17.6,9.3,9.9,14.5,5.7,39909.53,0.00,0.00,0.00,42906.50
2016-09-18,11.1,13.6,9.4,8.5,10.5,6.5,10352.29,10.30,10.30,0.00,43051.33
2016-09-19,10.7,14.3,8.0,8.2,12.0,5.2,41561.59,0.00,0.00,0.00,43196.55
2016-09-20,12.7,16.6,8.7,9.0,12.7,4.8,35146.11,0.00,0.00,0.00,43342.07
2016-09-21,12.1,15.2,9.3,10.0,12.9,7.5,24782.59,3.30,3.30,0.00,43487.81
2016-09-22,10.9,12.3,9.8,7.3,8.2,6.0,2028.11,2.10,2.10,0.00,43633.68
2016-09-23,12.0,15.3,9.2,10.7,14.4,7.5,30535.84,0.00,0.00,0.00,43779.58
2016-09-24,13.0,17.5,8.2,10.2,13.1,6.3,29089.41,2.40,2.40,0.00,43925.44
2016-09-25,11.1,13.4,8.8,8.2,10.4,6.1,42652.49,2.90,2.90,0.00,44071.16
2016-09-26,11.4,15.6,7.8,9.3,13.7,5.6,36226.21,9.70,9.70,0.00,44216.66
2016-09-27,10.3,13.8,6.1,7.9,11.7,3.3,42839.24,2.20,2.20,0.00,44361.84
2016-09-28,12.9,17.7,7.9,9.4,13.3,5.2,36439.01,0.20,0.20,0.00,44506.64
2016-09-29,12.0,15.0,8.8,7.9,11.9,4.6,35032.44,15.50,15.50,0.00,44650.93
2016-09-30,10.9,13.8,8.6,8.7,11.7,5.8,43114.22,3.00,3.00,0.00,44794.64
2016-10-01,12.4,15.6,10.2,9.2,12.3,6.8,13717.66,2.60,2.60,0.00,44937.68
2016-10-02,16.0,21.3,10.6,11.2,17.0,6.1,43200.00,1.40,1.40,0.00,45080.82
2016-10-03,12.5,15.3,10.4,8.5,11.5,6.1,39818.00,4.60,4.60,0.00,45224.58
2016-10-04,11.1,15.0,9.1,6.1,10.4,3.6,33357.37,5.40,5.40,0.00,45368.86
2016-10-05,12.0,16.9,7.6,8.2,12.3,3.7,14195.89,0.20,0.20,0.00,45513.56
2016-10-06,17.0,23.2,9.7,14.6,21.3,7.0,43328.21,0.00,0.00,0.00,45658.59
2016-10-07,16.7,20.2,11.8,13.6,20.0,9.8,16529.08,0.30,0.30,0.00,45803.84
2016-10-08,12.0,15.1,7.4,9.8,14.0,5.8,43858.74,0.00,0.00,0.00,45949.22
2016-10-09,15.4,20.5,7.4,10.9,17.0,5.5,23619.87,0.80,0.80,0.00,46094.62
2016-10-10,12.5,15.5,8.9,8.5,11.9,4.3,35813.19,1.20,1.20,0.00,46239.95
2016-10-11,10.4,13.5,7.3,6.4,9.5,3.0,41291.49,0.90,0.90,0.00,46385.10
2016-10-12,11.0,13.4,9.1,7.5,9.9,5.8,31249.09,2.20,2.20,0.00,46529.96
2016-10-13,10.3,13.6,7.0,7.6,11.8,4.8,44900.57,0.00,0.00,0.00,46674.43
2016-10-14,13.0,20.7,3.5,11.1,19.3,1.4,44884.44,0.00,0.00,0.00,46818.40
2016-10-15,17.3,22.2,11.9,12.6,17.5,7.9,33681.68,0.00,0.00,0.00,46961.77
2016-10-16,16.9,22.5,10.8,13.3,19.5,9.4,27485.21,10.10,10.10,0.00,47104.42
2016-10-17,12.6,16.8,8.6,9.1,11.9,5.6,41665.05,0.90,0.90,0.00,47246.24
2016-10-18,11.6,15.9,7.8,8.3,13.3,4.3,39810.29,8.90,8.90,0.00,47387.11
2016-10-19,10.6,14.7,6.3,7.8,12.7,2.8,43961.75,0.00,0.00,0.00,47526.93
2016-10-20,14.6,20.5,8.3,10.0,16.5,4.0,46441.58,0.00,0.00,0.00,47665.56
2016-10-21,13.1,17.0,8.5,9.4,15.2,4.9,924.09,12.80,12.80,0.00,47802.89
2016-10-22,9.5,12.0,7.1,5.1,7.3,3.1,45489.23,5.20,5.20,0.00,47939.79
2016-10-23,10.3,12.1,8.7,6.2,7.2,4.9,37015.75,1.60,1.60,0.00,48076.81
2016-10-24,11.6,15.6,8.6,9.8,14.8,6.5,37402.80,0.00,0.00,0.00,48213.86
2016-10-25,16.7,22.9,8.9,13.2,19.5,6.5,43800.88,0.00,0.00,0.00,48350.80
2016-10-26,15.3,19.0,11.1,13.4,18.1,8.9,23985.46,0.00,0.00,0.00,48487.52
2016-10-27,11.6,14.0,9.0,8.4,10.8,6.6,47523.28,0.10,0.10,0.00,48623.89
2016-10-28,11.6,16.7,6.7,10.2,17.1,4.6,48155.27,0.00,0.00,0.00,48759.79
2016-10-29,15.3,23.4,8.8,14.8,24.0,7.1,44014.31,0.00,0.00,0.00,48895.08
2016-10-30,17.7,24.1,9.4,13.9,22.5,4.3,41606.96,2.80,2.80,0.00,49029.64
2016-10-31,11.6,15.9,7.5,7.6,12.4,2.7,48631.22,0.40,0.40,0.00,49163.31
2016-11-01,12.1,16.1,8.6,9.3,13.0,5.0,45077.82,3.00,3.00,0.00,49295.99
2016-11-02,12.9,16.9,8.8,10.5,14.9,5.9,26764.60,0.00,0.00,0.00,49427.51
2016-11-03,14.2,20.2,8.4,13.5,21.2,6.7,49022.79,0.00,0.00,0.00,49557.74
2016-11-04,17.9,26.0,9.6,14.8,22.9,7.5,45928.45,0.00,0.00,0.00,49686.53
2016-11-05,12.3,15.2,9.9,7.1,9.6,4.2,42972.57,0.30,0.30,0.00,49813.73
2016-11-06,15.3,20.6,11.3,12.4,18.6,7.3,43389.75,0.10,0.10,0.00,49939.19
2016-11-07,17.4,24.4,13.4,14.7,21.0,11.6,34151.68,0.20,0.20,0.00,50062.75
2016-11-08,13.3,16.4,10.6,11.2,15.6,7.5,43154.69,0.00,0.00,0.00,50184.27
2016-11-09,13.0,17.1,8.3,11.1,16.3,6.7,49762.86,0.00,0.00,0.00,50303.57
2016-11-10,12.9,15.7,9.5,10.9,13.5,8.0,36789.21,0.50,0.50,0.00,50420.50
2016-11-11,14.9,20.3,9.0,14.3,21.5,7.5,49925.04,0.20,0.20,0.00,50535.91
2016-11-12,17.7,23.7,13.1,15.8,22.1,12.0,44298.80,10.30,10.30,0.00,50650.39
2016-11-13,13.2,16.4,11.3,9.9,15.0,7.1,21120.23,20.70,20.70,0.00,50763.84
2016-11-14,12.5,14.0,11.3,8.2,9.6,6.9,17633.00,6.30,6.30,0.00,50876.09
2016-11-15,13.5,16.2,10.4,11.4,14.1,8.1,28981.41,0.00,0.00,0.00,50987.03
2016-11-16,14.7,18.5,11.6,13.9,19.9,10.2,35956.75,0.10,0.10,0.00,51096.50
2016-11-17,19.9,27.9,9.1,18.5,26.9,7.5,49528.57,0.00,0.00,0.00,51204.38
2016-11-18,16.2,20.3,12.4,15.1,19.4,11.0,39813.44,0.00,0.00,0.00,51310.52
2016-11-19,14.7,19.4,9.6,13.9,20.5,8.2,50276.52,0.00,0.00,0.00,51414.77
2016-11-20,21.5,30.8,11.8,22.4,34.1,11.6,50313.04,0.10,0.10,0.00,51516.99
2016-11-21,25.7,33.7,19.4,24.8,33.2,19.0,43147.75,1.10,1.10,0.00,51617.01
2016-11-22,14.9,17.6,12.7,14.2,17.6,11.7,0.00,11.20,11.20,0.00,51714.70
2016-11-23,12.9,14.7,11.7,10.0,11.9,8.3,38650.70,8.50,8.50,0.00,51809.88
2016-11-24,13.5,16.1,11.3,10.5,13.3,8.6,44182.30,0.80,0.80,0.00,51902.41
2016-11-25,13.6,16.1,11.6,10.2,12.3,8.1,39266.54,0.10,0.10,0.00,51992.14
2016-11-26,13.8,16.6,10.9,11.0,13.5,8.5,39285.18,0.00,0.00,0.00,52078.88
2016-11-27,14.2,17.0,12.1,12.3,15.6,10.2,23321.01,0.00,0.00,0.00,52162.49
2016-11-28,14.8,19.0,12.0,13.9,19.3,10.5,41425.84,0.00,0.00,0.00,52242.80
2016-11-29,15.0,19.4,10.4,14.2,20.4,9.3,50446.64,0.00,0.00,0.00,52319.65
2016-11-30,15.0,19.7,10.3,14.1,19.5,9.3,35640.48,0.00,0.00,0.00,52392.87
2016-12-01,17.0,23.3,11.5,17.1,25.1,11.1,50102.48,0.00,0.00,0.00,52463.06
2016-12-02,15.4,19.7,12.5,14.0,19.8,10.3,43298.77,0.00,0.00,0.00,52530.67
2016-12-03,15.8,21.9,9.3,15.1,22.5,7.5,50665.85,0.00,0.00,0.00,52595.62
2016-12-04,20.9,31.2,10.1,19.9,29.6,9.2,36793.86,5.60,5.60,0.00,52657.81
2016-12-05,18.1,20.6,14.1,17.0,20.6,12.7,35009.94,3.10,3.10,0.00,52717.16
2016-12-06,15.2,18.4,12.3,13.7,17.1,11.2,35162.32,0.00,0.00,0.00,52773.59
2016-12-07,18.7,26.4,10.5,18.1,26.5,9.8,50891.21,0.00,0.00,0.00,52827.02
2016-12-08,18.6,21.8,11.9,14.3,18.8,7.9,28800.00,8.10,8.10,0.00,52877.34
2016-12-09,13.1,15.9,10.3,8.9,11.8,6.0,43723.55,0.50,0.50,0.00,52924.49
2016-12-10,14.4,17.5,11.5,12.5,16.2,9.8,48328.44,0.00,0.00,0.00,52968.38
2016-12-11,15.6,19.4,12.6,14.3,19.8,11.7,51454.61,0.00,0.00,0.00,53008.92
2016-12-12,21.0,30.8,8.5,20.3,29.9,7.3,51762.05,0.00,0.00,0.00,53046.03
2016-12-13,26.1,33.0,20.3,23.6,32.4,16.4,23782.31,0.00,0.00,0.00,53079.62
2016-12-14,16.6,22.8,13.0,13.7,20.5,9.4,42394.18,0.00,0.00,0.00,53109.62
2016-12-15,15.1,19.0,12.4,12.1,17.4,8.8,52030.71,0.00,0.00,0.00,53135.95
2016-12-16,18.1,24.8,10.4,18.0,24.9,9.3,40834.07,1.30,1.30,0.00,53158.54
2016-12-17,15.7,19.0,11.8,12.7,17.4,8.1,48393.86,0.80,0.80,0.00,53177.29
2016-12-18,13.8,17.3,10.6,10.9,15.7,7.5,52526.87,0.00,0.00,0.00,53192.15
2016-12-19,19.6,28.8,7.5,16.8,25.7,5.6,50400.00,0.00,0.00,0.00,53203.03
2016-12-20,18.0,21.8,14.8,15.9,18.8,12.5,39717.12,2.10,2.10,0.00,53209.87
2016-12-21,15.7,19.0,12.6,13.0,17.0,10.1,51134.12,0.00,0.00,0.00,53212.70
2016-12-22,16.9,21.6,13.1,15.6,21.9,11.4,52640.19,0.00,0.00,0.00,53211.62
2016-12-23,21.3,31.6,11.4,22.2,35.2,11.0,47670.87,0.00,0.00,0.00,53206.66
2016-12-24,25.7,34.5,15.4,25.9,33.9,15.6,52147.91,0.00,0.00,0.00,53197.88
2016-12-25,27.0,34.7,16.8,27.0,35.3,17.9,52614.50,0.00,0.00,0.00,53185.32
2016-12-26,23.4,27.9,18.0,22.6,28.7,19.0,21075.38,1.60,1.60,0.00,53169.02
2016-12-27,22.2,26.2,17.7,24.2,28.0,19.4,22075.86,3.40,3.40,0.00,53149.05
2016-12-28,27.7,35.1,22.2,26.8,34.2,21.8,23369.54,0.80,0.80,0.00,53125.45
2016-12-29,25.6,29.1,22.3,27.8,32.5,24.8,18881.50,19.10,19.10,0.00,53098.28
2016-12-30,22.0,28.1,17.8,23.3,29.6,17.8,48424.32,0.40,0.40,0.00,53067.59
2016-12-31,19.5,24.0,16.4,19.6,26.0,16.6,51518.73,0.00,0.00,0.00,53033.44
2017-01-01,17.7,21.3,16.0,17.0,21.1,13.3,15803.54,1.90,1.90,0.00,52995.89
2017-01-02,16.2,18.2,14.8,13.5,15.3,12.3,20385.47,1.30,1.30,0.00,52954.99
2017-01-03,16.6,19.7,14.4,15.4,20.0,13.1,40306.24,0.30,0.30,0.00,52910.82
2017-01-04,20.4,28.0,12.1,21.3,31.8,12.2,52295.30,0.00,0.00,0.00,52863.42
2017-01-05,23.7,30.2,18.0,24.3,32.6,19.4,51648.20,0.50,0.50,0.00,52812.87
2017-01-06,24.7,33.0,16.6,26.6,36.8,18.0,52191.68,0.00,0.00,0.00,52759.23
2017-01-07,28.7,36.2,18.3,28.4,37.0,19.4,50737.75,0.00,0.00,0.00,52702.55
2017-01-08,25.9,32.9,18.2,23.8,31.3,17.8,42043.09,0.00,0.00,0.00,52642.91
2017-01-09,20.2,24.8,17.1,20.3,26.6,17.3,24972.68,0.00,0.00,0.00,52580.36
2017-01-10,21.0,27.8,17.3,21.6,30.6,17.2,47495.95,0.00,0.00,0.00,52514.36
2017-01-11,19.1,23.2,15.8,18.0,21.9,14.8,50785.55,0.20,0.20,0.00,52444.57
2017-01-12,19.9,27.1,12.3,19.7,28.2,11.5,51806.77,0.00,0.00,0.00,52371.17
2017-01-13,22.6,29.9,16.4,21.0,26.9,15.7,10381.93,9.80,9.80,0.00,52294.30
2017-01-14,17.8,21.5,14.8,14.5,17.2,12.4,24419.66,0.10,0.10,0.00,52214.13
2017-01-15,17.1,21.0,13.6,15.7,21.1,12.5,45497.22,0.00,0.00,0.00,52130.80
2017-01-16,21.0,29.2,11.4,21.2,31.9,10.5,51483.53,0.00,0.00,0.00,52044.48
2017-01-17,26.9,37.2,18.6,25.2,35.1,18.1,49098.44,0.00,0.00,0.00,51955.31
2017-01-18,17.8,20.2,13.8,15.3,20.3,11.5,38270.64,0.00,0.00,0.00,51863.45
2017-01-19,18.0,24.5,10.9,17.2,25.1,9.7,45368.21,0.00,0.00,0.00,51769.05
2017-01-20,17.8,20.9,15.4,15.6,21.1,12.0,11091.28,14.40,14.40,0.00,51672.25
2017-01-21,17.5,21.1,14.9,15.6,20.7,12.0,45222.38,0.10,0.10,0.00,51573.20
2017-01-22,20.5,28.7,12.0,21.0,30.5,11.2,49804.82,0.00,0.00,0.00,51472.05
2017-01-23,27.0,37.1,18.0,26.1,35.7,19.1,40429.73,1.70,1.70,0.00,51368.93
2017-01-24,19.8,23.1,15.4,17.9,24.3,13.7,41531.44,0.30,0.30,0.00,51264.00
2017-01-25,17.4,21.9,12.4,15.9,21.4,11.2,49613.88,0.00,0.00,0.00,51157.37
2017-01-26,17.8,21.4,14.6,16.7,20.8,13.5,36929.62,0.10,0.10,0.00,51049.20
2017-01-27,19.6,25.5,15.5,19.5,26.9,15.1,48324.33,0.00,0.00,0.00,50939.60
2017-01-28,20.3,30.2,14.0,20.3,30.0,14.6,48497.30,0.00,0.00,0.00,50828.72
2017-01-29,20.2,27.0,13.1,20.8,28.4,13.5,48046.58,0.00,0.00,0.00,50716.67
2017-01-30,24.1,32.4,16.8,23.0,29.3,17.3,14724.07,2.30,2.30,0.00,50602.60
2017-01-31,18.3,21.9,15.1,16.5,21.5,12.3,46845.26,0.50,0.50,0.00,50485.93
2017-02-01,17.3,21.4,12.8,16.2,21.1,12.4,33838.72,0.00,0.00,0.00,50366.86
2017-02-02,18.1,25.0,12.8,16.8,24.4,11.3,47511.02,0.00,0.00,0.00,50245.52
2017-02-03,19.2,26.1,13.3,19.2,27.9,13.1,47535.29,0.00,0.00,0.00,50122.11
2017-02-04,23.6,36.3,12.9,23.1,34.1,13.0,47253.02,0.00,0.00,0.00,49996.77
2017-02-05,23.4,30.5,18.7,24.1,29.7,18.8,11058.68,21.10,21.10,0.00,49869.68
2017-02-06,16.7,19.3,14.1,15.3,21.6,12.4,0.00,9.00,9.00,0.00,49740.98
2017-02-07,18.5,26.5,10.9,18.0,28.0,9.7,47029.80,0.00,0.00,0.00,49610.82
2017-02-08,25.4,34.0,14.6,25.4,34.0,15.2,47059.35,0.00,0.00,0.00,49479.36
2017-02-09,26.3,34.5,19.5,25.6,37.8,20.1,46800.00,0.00,0.00,0.00,49346.74
2017-02-10,22.0,27.4,18.6,23.8,31.1,20.3,46816.86,0.00,0.00,0.00,49213.11
2017-02-11,19.8,22.5,17.6,20.0,22.5,16.9,44506.16,0.30,0.30,0.00,49078.60
2017-02-12,16.2,19.5,13.8,12.9,15.3,10.3,17873.87,0.90,0.90,0.00,48943.36
2017-02-13,16.4,19.5,13.6,13.5,16.5,10.5,10786.94,1.40,1.40,0.00,48807.52
2017-02-14,16.2,19.3,11.4,14.2,17.4,10.3,36851.05,1.30,1.30,0.00,48671.21
2017-02-15,20.1,30.7,8.5,18.2,28.2,7.1,46800.00,0.00,0.00,0.00,48534.58
2017-02-16,19.3,24.6,15.9,19.1,26.4,15.5,43640.85,0.10,0.10,0.00,48397.72
2017-02-17,18.8,25.5,13.9,18.1,25.8,14.2,43200.00,0.00,0.00,0.00,48260.79
2017-02-18,15.8,19.8,12.4,13.3,16.2,10.6,46800.00,0.00,0.00,0.00,48123.89
2017-02-19,13.2,16.8,10.7,9.8,12.7,7.6,40819.82,3.80,3.80,0.00,47986.13
2017-02-20,14.9,20.0,11.1,11.7,15.5,7.9,43398.23,2.50,2.50,0.00,47846.91
2017-02-21,16.3,23.0,8.8,15.2,23.2,7.1,46773.85,0.00,0.00,0.00,47706.36
2017-02-22,22.2,32.2,10.6,19.0,27.9,8.3,46710.77,0.00,0.00,0.00,47564.62
2017-02-23,19.5,26.0,14.2,19.0,26.4,13.8,46647.92,0.20,0.20,0.00,47421.80
2017-02-24,17.3,19.1,15.6,15.2,17.0,13.3,31229.56,2.70,2.70,0.00,47278.03
2017-02-25,16.8,20.0,13.6,14.6,18.0,11.4,46522.99,0.10,0.10,0.00,47133.44
2017-02-26,20.3,28.7,11.5,20.3,30.4,11.5,46460.56,0.00,0.00,0.00,46988.15
2017-02-27,23.7,32.2,14.1,23.0,32.8,14.0,46315.24,0.00,0.00,0.00,46842.27
2017-02-28,24.6,33.5,15.9,24.0,35.1,15.9,46169.45,0.00,0.00,0.00,46695.93
2017-03-01,23.0,32.1,14.8,22.9,32.9,14.5,46023.30,0.00,0.00,0.00,46549.24
2017-03-02,19.8,24.9,15.2,20.6,25.3,15.8,41436.77,0.10,0.10,0.00,46402.31
2017-03-03,21.1,26.6,18.1,20.7,26.0,17.8,33367.11,0.90,0.90,0.00,46255.26
2017-03-04,21.3,28.1,14.6,22.3,29.1,15.4,45583.82,0.00,0.00,0.00,46108.19
2017-03-05,20.4,25.0,17.0,20.5,25.5,17.3,33904.48,0.20,0.20,0.00,45961.21
2017-03-06,20.5,27.8,14.7,19.2,26.3,14.7,45291.09,0.00,0.00,0.00,45814.45
2017-03-07,19.9,28.2,13.1,18.7,28.3,12.0,45145.11,0.00,0.00,0.00,45667.98
2017-03-08,21.6,30.6,13.1,21.1,31.7,13.4,44999.54,0.00,0.00,0.00,45521.94
2017-03-09,23.0,32.0,13.4,21.9,32.5,12.8,44072.97,0.00,0.00,0.00,45376.42
2017-03-10,20.5,25.6,16.8,20.9,27.1,17.3,42310.27,0.00,0.00,0.00,45231.52
2017-03-11,20.3,26.9,16.7,21.3,28.7,18.3,31392.02,0.10,0.10,0.00,45086.43
2017-03-12,21.8,28.7,17.0,22.1,29.4,17.4,41295.46,0.50,0.50,0.00,44940.57
2017-03-13,19.5,25.2,13.8,19.7,26.8,13.5,43720.62,0.00,0.00,0.00,44794.07
2017-03-14,23.0,31.5,16.6,24.0,32.6,18.3,41114.41,0.00,0.00,0.00,44646.99
2017-03-15,26.6,33.5,19.9,25.2,30.9,20.2,42823.79,0.00,0.00,0.00,44499.46
2017-03-16,21.5,25.7,16.7,20.1,25.6,14.4,18129.43,7.00,7.00,0.00,44351.56
2017-03-17,18.0,22.6,13.8,15.6,20.8,12.2,39493.80,0.10,0.10,0.00,44203.39
2017-03-18,19.7,29.6,10.6,19.3,29.8,10.2,43081.32,0.00,0.00,0.00,44055.05
2017-03-19,23.1,32.3,13.6,22.5,33.8,13.1,42781.04,0.00,0.00,0.00,43906.62
2017-03-20,22.4,28.5,18.8,23.6,30.8,19.1,35702.45,3.60,3.60,0.00,43758.22
2017-03-21,21.0,25.9,18.6,23.7,28.5,20.4,19479.59,20.60,20.60,0.00,43609.92
2017-03-22,18.8,21.1,16.4,17.9,20.9,15.1,19817.29,0.80,0.80,0.00,43461.82
2017-03-23,18.7,23.9,15.2,17.3,22.7,13.9,40619.10,0.00,0.00,0.00,43314.03
2017-03-24,17.7,24.4,11.2,18.3,25.7,11.0,35061.93,0.00,0.00,0.00,43166.62
2017-03-25,20.9,26.7,15.9,21.8,27.6,16.6,28800.00,3.70,3.70,0.00,43019.71
2017-03-26,20.2,24.6,17.4,22.2,26.9,18.9,39485.43,0.00,0.00,0.00,42873.38
2017-03-27,21.8,30.8,13.9,20.4,30.0,14.3,30911.92,4.10,4.10,0.00,42727.73
2017-03-28,16.4,22.6,11.4,15.9,23.7,10.0,40291.96,0.00,0.00,0.00,42582.86
2017-03-29,18.4,26.4,11.9,16.0,23.0,10.3,37840.26,2.40,2.40,0.00,42438.85
2017-03-30,12.9,16.2,9.6,9.9,11.9,7.1,40057.02,5.80,5.80,0.00,42295.82
2017-03-31,12.5,16.4,10.0,10.3,13.9,7.5,25576.64,0.90,0.90,0.00,42153.01
2017-04-01,13.7,17.2,9.8,10.8,13.8,7.0,27898.36,0.10,0.10,0.00,42009.89
2017-04-02,14.3,16.8,12.1,11.8,13.5,9.3,22592.79,1.80,1.80,0.00,41866.56
2017-04-03,13.9,20.3,8.0,12.5,20.1,6.2,39600.00,0.00,0.00,0.00,41723.11
2017-04-04,14.9,23.1,7.8,13.9,23.7,6.1,38763.07,0.00,0.00,0.00,41579.61
2017-04-05,15.8,23.5,8.6,14.3,22.3,7.0,39640.57,0.00,0.00,0.00,41436.17
2017-04-06,17.6,24.6,11.5,15.3,22.3,9.8,39600.00,0.00,0.00,0.00,41292.88
2017-04-07,18.8,25.2,13.1,15.6,21.6,10.4,39600.00,0.00,0.00,0.00,41149.83
2017-04-08,20.6,26.0,17.0,17.1,22.8,12.8,39555.22,1.50,1.50,0.00,41007.10
2017-04-09,13.6,19.5,8.6,10.2,15.5,3.9,15562.05,27.80,27.80,0.00,40864.80
2017-04-10,13.6,14.9,9.0,9.5,11.4,7.6,1816.91,10.40,10.40,0.00,40723.01
2017-04-11,14.8,17.4,12.4,12.8,14.4,11.0,32363.02,3.00,3.00,0.00,40581.84
2017-04-12,14.5,19.2,10.7,14.0,18.6,9.3,39204.88,0.00,0.00,0.00,40441.39
2017-04-13,14.1,20.8,9.8,13.9,21.9,8.9,36404.33,0.00,0.00,0.00,40301.75
2017-04-14,13.5,16.9,11.2,12.1,15.7,10.1,23028.71,0.90,0.90,0.00,40163.01
2017-04-15,12.3,16.0,8.2,11.2,15.0,7.0,38950.19,0.00,0.00,0.00,40025.29
2017-04-16,13.7,20.4,7.9,12.3,19.7,6.3,28293.08,0.00,0.00,0.00,39888.69
2017-04-17,14.1,18.8,9.4,13.7,18.2,8.7,32400.00,0.00,0.00,0.00,39753.32
2017-04-18,13.8,19.5,9.2,13.5,19.9,8.4,32221.35,0.00,0.00,0.00,39619.27
2017-04-19,17.6,25.9,10.4,17.1,24.8,9.6,30442.64,0.00,0.00,0.00,39486.66
2017-04-20,20.0,25.8,16.0,18.2,23.4,13.4,35281.10,0.40,0.40,0.00,39354.79
2017-04-21,17.4,18.6,16.1,15.9,17.6,13.2,963.65,8.30,8.30,0.00,39223.13
2017-04-22,17.5,21.6,15.6,17.2,20.9,14.7,37189.82,1.40,1.40,0.00,39091.80
2017-04-23,16.8,20.7,14.9,17.5,21.3,15.6,30229.32,0.60,0.60,0.00,38960.89
2017-04-24,17.9,23.0,14.8,18.4,22.4,15.6,28514.75,3.00,3.00,0.00,38830.49
2017-04-25,16.0,17.8,14.1,15.4,17.1,12.0,26571.68,19.70,19.70,0.00,38700.71
2017-04-26,11.3,13.8,8.9,7.0,11.6,5.0,28984.84,11.30,11.30,0.00,38571.65
2017-04-27,10.8,13.1,8.4,8.4,10.7,5.6,28074.34,4.50,4.50,0.00,38443.41
2017-04-28,14.1,18.0,9.9,12.6,15.9,8.1,18685.29,0.20,0.20,0.00,38316.10
2017-04-29,14.6,17.6,12.2,13.4,15.5,11.3,18192.57,0.20,0.20,0.00,38189.81
2017-04-30,13.1,16.8,8.6,11.2,15.1,7.1,35216.06,0.00,0.00,0.00,38064.67
2017-05-01,15.1,19.2,12.2,12.3,15.6,9.9,18905.14,2.30,2.30,0.00,37940.78
2017-05-02,10.8,13.7,8.0,7.9,9.8,5.4,35718.84,0.40,0.40,0.00,37818.25
2017-05-03,10.7,14.1,7.8,8.6,12.2,4.9,32446.19,0.10,0.10,0.00,37697.20
2017-05-04,9.8,15.6,4.5,7.9,14.1,2.3,35993.48,0.00,0.00,0.00,37577.75
2017-05-05,11.5,18.5,4.7,9.5,16.3,2.3,28759.10,0.00,0.00,0.00,37460.02
2017-05-06,13.2,19.4,8.9,10.1,15.0,4.6,24598.36,4.10,4.10,0.00,37344.13
2017-05-07,10.7,13.8,7.8,7.2,9.7,4.4,35345.01,0.90,0.90,0.00,37230.20
2017-05-08,12.5,14.9,10.3,10.1,11.5,7.4,31310.65,3.10,3.10,0.00,37118.35
2017-05-09,12.4,14.9,10.8,11.2,13.5,9.3,21102.10,1.40,1.40,0.00,37008.72
2017-05-10,9.7,16.2,5.7,8.4,15.5,3.8,30611.27,0.00,0.00,0.00,36900.67
2017-05-11,9.4,15.9,4.7,8.1,15.1,2.7,28745.54,0.00,0.00,0.00,36793.76
