name,mse_demand,rmse_demand,mae_demand,runtime_sec,error
seasonal_naive_364,60410778.91466296,7772.437128382768,6270.753833333328,0.003190833958797157,
seasonal_naive_7,141138183.6274827,11880.159242513659,9762.271280820696,0.004307541996240616,
